,strain,contig
6816,Cryptococcus_neoformans_draft_genome.fasta,>18306 81 12
6817,Cryptococcus_neoformans_draft_genome.fasta,>18356 81 12
6818,Cryptococcus_neoformans_draft_genome.fasta,>18397 81 20
6819,Cryptococcus_neoformans_draft_genome.fasta,>18421 81 6
6820,Cryptococcus_neoformans_draft_genome.fasta,>18484 81 33
6821,Cryptococcus_neoformans_draft_genome.fasta,>18527 81 15
6822,Cryptococcus_neoformans_draft_genome.fasta,>18538 81 12
6823,Cryptococcus_neoformans_draft_genome.fasta,>18560 81 9
6824,Cryptococcus_neoformans_draft_genome.fasta,>18571 81 6
6825,Cryptococcus_neoformans_draft_genome.fasta,>18576 81 6
6826,Cryptococcus_neoformans_draft_genome.fasta,>18591 81 15
6827,Cryptococcus_neoformans_draft_genome.fasta,>18619 81 6
6828,Cryptococcus_neoformans_draft_genome.fasta,>18622 81 6
6829,Cryptococcus_neoformans_draft_genome.fasta,>18650 81 9
6830,Cryptococcus_neoformans_draft_genome.fasta,>18676 81 8
6831,Cryptococcus_neoformans_draft_genome.fasta,>18700 81 5
6832,Cryptococcus_neoformans_draft_genome.fasta,>18830 81 13
6833,Cryptococcus_neoformans_draft_genome.fasta,>18942 81 20
6834,Cryptococcus_neoformans_draft_genome.fasta,>19015 81 11
6835,Cryptococcus_neoformans_draft_genome.fasta,>19058 81 8
6836,Cryptococcus_neoformans_draft_genome.fasta,>19211 81 18
6837,Cryptococcus_neoformans_draft_genome.fasta,>19216 81 7
6838,Cryptococcus_neoformans_draft_genome.fasta,>19283 81 12
6839,Cryptococcus_neoformans_draft_genome.fasta,>19319 81 6
6840,Cryptococcus_neoformans_draft_genome.fasta,>19422 81 16
6841,Cryptococcus_neoformans_draft_genome.fasta,>19507 81 22
6842,Cryptococcus_neoformans_draft_genome.fasta,>19509 81 7
6843,Cryptococcus_neoformans_draft_genome.fasta,>19539 81 31
6844,Cryptococcus_neoformans_draft_genome.fasta,>19557 81 24
6845,Cryptococcus_neoformans_draft_genome.fasta,>19598 81 8
6846,Cryptococcus_neoformans_draft_genome.fasta,>19636 81 25
6847,Cryptococcus_neoformans_draft_genome.fasta,>19698 81 14
6848,Cryptococcus_neoformans_draft_genome.fasta,>19706 81 5
6849,Cryptococcus_neoformans_draft_genome.fasta,>19760 81 52
6850,Cryptococcus_neoformans_draft_genome.fasta,>19761 81 17
6851,Cryptococcus_neoformans_draft_genome.fasta,>19772 81 31
6852,Cryptococcus_neoformans_draft_genome.fasta,>19800 81 6
6853,Cryptococcus_neoformans_draft_genome.fasta,>19801 81 17
6854,Cryptococcus_neoformans_draft_genome.fasta,>19828 81 5
6855,Cryptococcus_neoformans_draft_genome.fasta,>19894 81 12
6856,Cryptococcus_neoformans_draft_genome.fasta,>19929 81 25
6857,Cryptococcus_neoformans_draft_genome.fasta,>19943 81 5
6858,Cryptococcus_neoformans_draft_genome.fasta,>20037 81 8
6859,Cryptococcus_neoformans_draft_genome.fasta,>20088 81 7
6860,Cryptococcus_neoformans_draft_genome.fasta,>20136 81 20
6861,Cryptococcus_neoformans_draft_genome.fasta,>20141 81 7
6862,Cryptococcus_neoformans_draft_genome.fasta,>20174 81 20
6863,Cryptococcus_neoformans_draft_genome.fasta,>20293 81 1005
6864,Cryptococcus_neoformans_draft_genome.fasta,>20421 81 285
6865,Cryptococcus_neoformans_draft_genome.fasta,>20430 81 18
6866,Cryptococcus_neoformans_draft_genome.fasta,>20452 81 6
6867,Cryptococcus_neoformans_draft_genome.fasta,>20457 81 9
6868,Cryptococcus_neoformans_draft_genome.fasta,>20489 81 18
6869,Cryptococcus_neoformans_draft_genome.fasta,>20501 81 13
6870,Cryptococcus_neoformans_draft_genome.fasta,>20506 81 8
6871,Cryptococcus_neoformans_draft_genome.fasta,>20579 81 33
6872,Cryptococcus_neoformans_draft_genome.fasta,>20727 81 19
6873,Cryptococcus_neoformans_draft_genome.fasta,>20730 81 14
6874,Cryptococcus_neoformans_draft_genome.fasta,>20757 81 10
6875,Cryptococcus_neoformans_draft_genome.fasta,>20777 81 9
6876,Cryptococcus_neoformans_draft_genome.fasta,>20791 81 15
6877,Cryptococcus_neoformans_draft_genome.fasta,>20824 81 9
6878,Cryptococcus_neoformans_draft_genome.fasta,>20832 81 11
6879,Cryptococcus_neoformans_draft_genome.fasta,>20848 81 9
6880,Cryptococcus_neoformans_draft_genome.fasta,>20895 81 10
6881,Cryptococcus_neoformans_draft_genome.fasta,>20933 81 7
6882,Cryptococcus_neoformans_draft_genome.fasta,>20936 81 17
6883,Cryptococcus_neoformans_draft_genome.fasta,>20967 81 10
6884,Cryptococcus_neoformans_draft_genome.fasta,>20969 81 6
6885,Cryptococcus_neoformans_draft_genome.fasta,>20995 81 9
6886,Cryptococcus_neoformans_draft_genome.fasta,>21003 81 5
6887,Cryptococcus_neoformans_draft_genome.fasta,>21006 81 15
6888,Cryptococcus_neoformans_draft_genome.fasta,>21024 81 36
6889,Cryptococcus_neoformans_draft_genome.fasta,>21104 81 6
6890,Cryptococcus_neoformans_draft_genome.fasta,>21159 81 6
6891,Cryptococcus_neoformans_draft_genome.fasta,>21164 81 5
6892,Cryptococcus_neoformans_draft_genome.fasta,>21186 81 16
6893,Cryptococcus_neoformans_draft_genome.fasta,>21203 81 7
6894,Cryptococcus_neoformans_draft_genome.fasta,>21207 81 11
6895,Cryptococcus_neoformans_draft_genome.fasta,>21217 81 7
6896,Cryptococcus_neoformans_draft_genome.fasta,>21229 81 17
6897,Cryptococcus_neoformans_draft_genome.fasta,>21246 81 14
6898,Cryptococcus_neoformans_draft_genome.fasta,>21256 81 11
6899,Cryptococcus_neoformans_draft_genome.fasta,>21270 81 8
6900,Cryptococcus_neoformans_draft_genome.fasta,>21280 81 7
6901,Cryptococcus_neoformans_draft_genome.fasta,>21299 81 8
6902,Cryptococcus_neoformans_draft_genome.fasta,>21418 81 43
6903,Cryptococcus_neoformans_draft_genome.fasta,>21431 81 9
6904,Cryptococcus_neoformans_draft_genome.fasta,>21481 81 19
6905,Cryptococcus_neoformans_draft_genome.fasta,>21562 81 6
6906,Cryptococcus_neoformans_draft_genome.fasta,>21578 81 5
6907,Cryptococcus_neoformans_draft_genome.fasta,>21591 81 14
6908,Cryptococcus_neoformans_draft_genome.fasta,>21594 81 5
6909,Cryptococcus_neoformans_draft_genome.fasta,>21636 81 7
6910,Cryptococcus_neoformans_draft_genome.fasta,>21650 81 5
6911,Cryptococcus_neoformans_draft_genome.fasta,>21678 81 5
6912,Cryptococcus_neoformans_draft_genome.fasta,>21703 81 13
6913,Cryptococcus_neoformans_draft_genome.fasta,>21711 81 7
6914,Cryptococcus_neoformans_draft_genome.fasta,>21774 81 24
6915,Cryptococcus_neoformans_draft_genome.fasta,>21841 81 5
6916,Cryptococcus_neoformans_draft_genome.fasta,>21869 81 15
6917,Cryptococcus_neoformans_draft_genome.fasta,>21870 81 13
6918,Cryptococcus_neoformans_draft_genome.fasta,>21941 81 14
6919,Cryptococcus_neoformans_draft_genome.fasta,>21942 81 6
6920,Cryptococcus_neoformans_draft_genome.fasta,>21944 81 16
6921,Cryptococcus_neoformans_draft_genome.fasta,>21964 81 23
6922,Cryptococcus_neoformans_draft_genome.fasta,>22006 81 5
6923,Cryptococcus_neoformans_draft_genome.fasta,>22059 81 1005
6924,Cryptococcus_neoformans_draft_genome.fasta,>22078 81 7
6925,Cryptococcus_neoformans_draft_genome.fasta,>22084 81 21
6926,Cryptococcus_neoformans_draft_genome.fasta,>22095 81 6
6927,Cryptococcus_neoformans_draft_genome.fasta,>22154 81 8
6928,Cryptococcus_neoformans_draft_genome.fasta,>22163 81 23
6929,Cryptococcus_neoformans_draft_genome.fasta,>22221 81 10
6930,Cryptococcus_neoformans_draft_genome.fasta,>22257 81 18
6931,Cryptococcus_neoformans_draft_genome.fasta,>22283 81 19
6932,Cryptococcus_neoformans_draft_genome.fasta,>22322 81 9
6933,Cryptococcus_neoformans_draft_genome.fasta,>22327 81 12
6934,Cryptococcus_neoformans_draft_genome.fasta,>22352 81 5
6935,Cryptococcus_neoformans_draft_genome.fasta,>22372 81 7
6936,Cryptococcus_neoformans_draft_genome.fasta,>22394 81 22
6937,Cryptococcus_neoformans_draft_genome.fasta,>22410 81 9
6938,Cryptococcus_neoformans_draft_genome.fasta,>22497 81 10
6939,Cryptococcus_neoformans_draft_genome.fasta,>22510 81 9
6940,Cryptococcus_neoformans_draft_genome.fasta,>22512 81 9
6941,Cryptococcus_neoformans_draft_genome.fasta,>22575 81 23
6942,Cryptococcus_neoformans_draft_genome.fasta,>22621 81 6
6943,Cryptococcus_neoformans_draft_genome.fasta,>22648 81 11
6944,Cryptococcus_neoformans_draft_genome.fasta,>22666 81 20
6945,Cryptococcus_neoformans_draft_genome.fasta,>22670 81 6
6946,Cryptococcus_neoformans_draft_genome.fasta,>22693 81 11
6947,Cryptococcus_neoformans_draft_genome.fasta,>22769 81 7
6948,Cryptococcus_neoformans_draft_genome.fasta,>22773 81 5
6949,Cryptococcus_neoformans_draft_genome.fasta,>22999 81 6
6950,Cryptococcus_neoformans_draft_genome.fasta,>23000 81 12
6951,Cryptococcus_neoformans_draft_genome.fasta,>23011 81 5
6952,Cryptococcus_neoformans_draft_genome.fasta,>23017 81 287
6953,Cryptococcus_neoformans_draft_genome.fasta,>23084 81 9
6954,Cryptococcus_neoformans_draft_genome.fasta,>23090 81 5
6955,Cryptococcus_neoformans_draft_genome.fasta,>23119 81 36
6956,Cryptococcus_neoformans_draft_genome.fasta,>23147 81 5
6957,Cryptococcus_neoformans_draft_genome.fasta,>23164 81 10
6958,Cryptococcus_neoformans_draft_genome.fasta,>23176 81 28
6959,Cryptococcus_neoformans_draft_genome.fasta,>23239 81 8
6960,Cryptococcus_neoformans_draft_genome.fasta,>23261 81 14
6961,Cryptococcus_neoformans_draft_genome.fasta,>23295 81 51
6962,Cryptococcus_neoformans_draft_genome.fasta,>23327 81 13
6963,Cryptococcus_neoformans_draft_genome.fasta,>23330 81 5
6964,Cryptococcus_neoformans_draft_genome.fasta,>23416 81 9
6965,Cryptococcus_neoformans_draft_genome.fasta,>23434 81 200
6966,Cryptococcus_neoformans_draft_genome.fasta,>23445 81 23
6967,Cryptococcus_neoformans_draft_genome.fasta,>23455 81 21
6968,Cryptococcus_neoformans_draft_genome.fasta,>23456 81 11
6969,Cryptococcus_neoformans_draft_genome.fasta,>23466 81 6
6970,Cryptococcus_neoformans_draft_genome.fasta,>23480 81 15
6971,Cryptococcus_neoformans_draft_genome.fasta,>23692 81 910
6972,Cryptococcus_neoformans_draft_genome.fasta,>23728 81 6
6973,Cryptococcus_neoformans_draft_genome.fasta,>23739 81 6
6974,Cryptococcus_neoformans_draft_genome.fasta,>23812 81 24
6975,Cryptococcus_neoformans_draft_genome.fasta,>23820 81 5
6976,Cryptococcus_neoformans_draft_genome.fasta,>23823 81 20
6977,Cryptococcus_neoformans_draft_genome.fasta,>23891 81 12
6978,Cryptococcus_neoformans_draft_genome.fasta,>23900 81 9
6979,Cryptococcus_neoformans_draft_genome.fasta,>23903 81 9
6980,Cryptococcus_neoformans_draft_genome.fasta,>23954 81 8
6981,Cryptococcus_neoformans_draft_genome.fasta,>24016 81 9
6982,Cryptococcus_neoformans_draft_genome.fasta,>24019 81 6
6983,Cryptococcus_neoformans_draft_genome.fasta,>24040 81 17
6984,Cryptococcus_neoformans_draft_genome.fasta,>24094 81 15
6985,Cryptococcus_neoformans_draft_genome.fasta,>24264 81 7
6986,Cryptococcus_neoformans_draft_genome.fasta,>24282 81 7
6987,Cryptococcus_neoformans_draft_genome.fasta,>24295 81 11
6988,Cryptococcus_neoformans_draft_genome.fasta,>24344 81 7
6989,Cryptococcus_neoformans_draft_genome.fasta,>24352 81 9
6990,Cryptococcus_neoformans_draft_genome.fasta,>24354 81 14
6991,Cryptococcus_neoformans_draft_genome.fasta,>24385 81 7
6992,Cryptococcus_neoformans_draft_genome.fasta,>24423 81 14
6993,Cryptococcus_neoformans_draft_genome.fasta,>24454 81 5
6994,Cryptococcus_neoformans_draft_genome.fasta,>24569 81 11
6995,Cryptococcus_neoformans_draft_genome.fasta,>24571 81 14
6996,Cryptococcus_neoformans_draft_genome.fasta,>24614 81 6
6997,Cryptococcus_neoformans_draft_genome.fasta,>24617 81 26
6998,Cryptococcus_neoformans_draft_genome.fasta,>24620 81 6
6999,Cryptococcus_neoformans_draft_genome.fasta,>24694 81 13
7000,Cryptococcus_neoformans_draft_genome.fasta,>24716 81 5
7001,Cryptococcus_neoformans_draft_genome.fasta,>24731 81 7
7002,Cryptococcus_neoformans_draft_genome.fasta,>24756 81 11
7003,Cryptococcus_neoformans_draft_genome.fasta,>24789 81 17
7004,Cryptococcus_neoformans_draft_genome.fasta,>24797 81 7
7005,Cryptococcus_neoformans_draft_genome.fasta,>24821 81 12
7006,Cryptococcus_neoformans_draft_genome.fasta,>24834 81 10
7007,Cryptococcus_neoformans_draft_genome.fasta,>24870 81 12
7008,Cryptococcus_neoformans_draft_genome.fasta,>24956 81 6
7009,Cryptococcus_neoformans_draft_genome.fasta,>24971 81 20
7010,Cryptococcus_neoformans_draft_genome.fasta,>24996 81 48
7011,Cryptococcus_neoformans_draft_genome.fasta,>25004 81 5
7012,Cryptococcus_neoformans_draft_genome.fasta,>25016 81 127
7013,Cryptococcus_neoformans_draft_genome.fasta,>25100 81 11
7014,Cryptococcus_neoformans_draft_genome.fasta,>25110 81 9
7015,Cryptococcus_neoformans_draft_genome.fasta,>25119 81 14
7016,Cryptococcus_neoformans_draft_genome.fasta,>25154 81 9
7017,Cryptococcus_neoformans_draft_genome.fasta,>25170 81 11
7018,Cryptococcus_neoformans_draft_genome.fasta,>25235 81 9
7019,Cryptococcus_neoformans_draft_genome.fasta,>25243 81 12
7020,Cryptococcus_neoformans_draft_genome.fasta,>25322 81 11
7021,Cryptococcus_neoformans_draft_genome.fasta,>25327 81 9
7022,Cryptococcus_neoformans_draft_genome.fasta,>25328 81 673
7023,Cryptococcus_neoformans_draft_genome.fasta,>25339 81 18
7024,Cryptococcus_neoformans_draft_genome.fasta,>25361 81 10
7025,Cryptococcus_neoformans_draft_genome.fasta,>25366 81 30
7026,Cryptococcus_neoformans_draft_genome.fasta,>25375 81 16
7027,Cryptococcus_neoformans_draft_genome.fasta,>25387 81 9
7028,Cryptococcus_neoformans_draft_genome.fasta,>25394 81 27
7029,Cryptococcus_neoformans_draft_genome.fasta,>25453 81 9
7030,Cryptococcus_neoformans_draft_genome.fasta,>25490 81 11
7031,Cryptococcus_neoformans_draft_genome.fasta,>25534 81 534
7032,Cryptococcus_neoformans_draft_genome.fasta,>25546 81 5
7033,Cryptococcus_neoformans_draft_genome.fasta,>25594 81 6
7034,Cryptococcus_neoformans_draft_genome.fasta,>25595 81 18
7035,Cryptococcus_neoformans_draft_genome.fasta,>25610 81 5
7036,Cryptococcus_neoformans_draft_genome.fasta,>25654 81 17
7037,Cryptococcus_neoformans_draft_genome.fasta,>25801 81 9
7038,Cryptococcus_neoformans_draft_genome.fasta,>25891 81 25
7039,Cryptococcus_neoformans_draft_genome.fasta,>25930 81 6
7040,Cryptococcus_neoformans_draft_genome.fasta,>25936 81 5
7041,Cryptococcus_neoformans_draft_genome.fasta,>25960 81 7
7042,Cryptococcus_neoformans_draft_genome.fasta,>25971 81 8
7043,Cryptococcus_neoformans_draft_genome.fasta,>25977 81 11
7044,Cryptococcus_neoformans_draft_genome.fasta,>26017 81 21
7045,Cryptococcus_neoformans_draft_genome.fasta,>26023 81 19
7046,Cryptococcus_neoformans_draft_genome.fasta,>26047 81 5
7047,Cryptococcus_neoformans_draft_genome.fasta,>26049 81 8
7048,Cryptococcus_neoformans_draft_genome.fasta,>26069 81 9
7049,Cryptococcus_neoformans_draft_genome.fasta,>26089 81 20
7050,Cryptococcus_neoformans_draft_genome.fasta,>26167 81 331
7051,Cryptococcus_neoformans_draft_genome.fasta,>26262 81 20
7052,Cryptococcus_neoformans_draft_genome.fasta,>26331 81 16
7053,Cryptococcus_neoformans_draft_genome.fasta,>26347 81 21
7054,Cryptococcus_neoformans_draft_genome.fasta,>26400 81 22
7055,Cryptococcus_neoformans_draft_genome.fasta,>26415 81 5
7056,Cryptococcus_neoformans_draft_genome.fasta,>26426 81 5
7057,Cryptococcus_neoformans_draft_genome.fasta,>26440 81 8
7058,Cryptococcus_neoformans_draft_genome.fasta,>26474 81 12
7059,Cryptococcus_neoformans_draft_genome.fasta,>26477 81 20
7060,Cryptococcus_neoformans_draft_genome.fasta,>26519 81 12
7061,Cryptococcus_neoformans_draft_genome.fasta,>26527 81 5
7062,Cryptococcus_neoformans_draft_genome.fasta,>26547 81 9
7063,Cryptococcus_neoformans_draft_genome.fasta,>26596 81 7
7064,Cryptococcus_neoformans_draft_genome.fasta,>26600 81 14
7065,Cryptococcus_neoformans_draft_genome.fasta,>26649 81 8
7066,Cryptococcus_neoformans_draft_genome.fasta,>26680 81 7
7067,Cryptococcus_neoformans_draft_genome.fasta,>26721 81 18
7068,Cryptococcus_neoformans_draft_genome.fasta,>26780 81 5
7069,Cryptococcus_neoformans_draft_genome.fasta,>26791 81 6
7070,Cryptococcus_neoformans_draft_genome.fasta,>26808 81 5
7071,Cryptococcus_neoformans_draft_genome.fasta,>26859 81 6
7072,Cryptococcus_neoformans_draft_genome.fasta,>26869 81 7
7073,Cryptococcus_neoformans_draft_genome.fasta,>26888 81 5
7074,Cryptococcus_neoformans_draft_genome.fasta,>26892 81 13
7075,Cryptococcus_neoformans_draft_genome.fasta,>26913 81 9
7076,Cryptococcus_neoformans_draft_genome.fasta,>27023 81 35
7077,Cryptococcus_neoformans_draft_genome.fasta,>27089 81 10
7078,Cryptococcus_neoformans_draft_genome.fasta,>27151 81 15
7079,Cryptococcus_neoformans_draft_genome.fasta,>27179 81 41
7080,Cryptococcus_neoformans_draft_genome.fasta,>27211 81 571
7081,Cryptococcus_neoformans_draft_genome.fasta,>27246 81 6
7082,Cryptococcus_neoformans_draft_genome.fasta,>27256 81 14
7083,Cryptococcus_neoformans_draft_genome.fasta,>27258 81 5
7084,Cryptococcus_neoformans_draft_genome.fasta,>27263 81 10
7085,Cryptococcus_neoformans_draft_genome.fasta,>27286 81 5
7086,Cryptococcus_neoformans_draft_genome.fasta,>27331 81 6
7087,Cryptococcus_neoformans_draft_genome.fasta,>27388 81 9
7088,Cryptococcus_neoformans_draft_genome.fasta,>27396 81 7
7089,Cryptococcus_neoformans_draft_genome.fasta,>27408 81 12
7090,Cryptococcus_neoformans_draft_genome.fasta,>27540 81 1093
7091,Cryptococcus_neoformans_draft_genome.fasta,>27548 81 6
7092,Cryptococcus_neoformans_draft_genome.fasta,>27561 81 7
7093,Cryptococcus_neoformans_draft_genome.fasta,>27582 81 10
7094,Cryptococcus_neoformans_draft_genome.fasta,>27610 81 19
7095,Cryptococcus_neoformans_draft_genome.fasta,>27672 81 21
7096,Cryptococcus_neoformans_draft_genome.fasta,>27718 81 8
7097,Cryptococcus_neoformans_draft_genome.fasta,>27731 81 9
7098,Cryptococcus_neoformans_draft_genome.fasta,>27739 81 9
7099,Cryptococcus_neoformans_draft_genome.fasta,>27740 81 10
7100,Cryptococcus_neoformans_draft_genome.fasta,>27801 81 6
7101,Cryptococcus_neoformans_draft_genome.fasta,>27909 81 11
7102,Cryptococcus_neoformans_draft_genome.fasta,>27926 81 8
7103,Cryptococcus_neoformans_draft_genome.fasta,>27958 81 9
7104,Cryptococcus_neoformans_draft_genome.fasta,>27961 81 8
7105,Cryptococcus_neoformans_draft_genome.fasta,>28010 81 6
7106,Cryptococcus_neoformans_draft_genome.fasta,>28027 81 23
7107,Cryptococcus_neoformans_draft_genome.fasta,>28054 81 1433
7108,Cryptococcus_neoformans_draft_genome.fasta,>28070 81 14
7109,Cryptococcus_neoformans_draft_genome.fasta,>28104 81 5
7110,Cryptococcus_neoformans_draft_genome.fasta,>28108 81 10
7111,Cryptococcus_neoformans_draft_genome.fasta,>28145 81 93
7112,Cryptococcus_neoformans_draft_genome.fasta,>28155 81 10
7113,Cryptococcus_neoformans_draft_genome.fasta,>28158 81 31
7114,Cryptococcus_neoformans_draft_genome.fasta,>28211 81 164
7115,Cryptococcus_neoformans_draft_genome.fasta,>28223 81 272
7116,Cryptococcus_neoformans_draft_genome.fasta,>28264 81 11
7117,Cryptococcus_neoformans_draft_genome.fasta,>28278 81 24
7118,Cryptococcus_neoformans_draft_genome.fasta,>28306 81 23
7119,Cryptococcus_neoformans_draft_genome.fasta,>28307 81 5
7120,Cryptococcus_neoformans_draft_genome.fasta,>28308 81 7
7121,Cryptococcus_neoformans_draft_genome.fasta,>28326 81 6
7122,Cryptococcus_neoformans_draft_genome.fasta,>28331 81 5
7123,Cryptococcus_neoformans_draft_genome.fasta,>28377 81 7
7124,Cryptococcus_neoformans_draft_genome.fasta,>28427 81 16
7125,Cryptococcus_neoformans_draft_genome.fasta,>28456 81 35
7126,Cryptococcus_neoformans_draft_genome.fasta,>28468 81 55
7127,Cryptococcus_neoformans_draft_genome.fasta,>28520 81 7
7128,Cryptococcus_neoformans_draft_genome.fasta,>28534 81 6
7129,Cryptococcus_neoformans_draft_genome.fasta,>28557 81 33
7130,Cryptococcus_neoformans_draft_genome.fasta,>28566 81 13
7131,Cryptococcus_neoformans_draft_genome.fasta,>28568 81 32
7132,Cryptococcus_neoformans_draft_genome.fasta,>28576 81 23
7133,Cryptococcus_neoformans_draft_genome.fasta,>28611 81 9
7134,Cryptococcus_neoformans_draft_genome.fasta,>28686 81 10
7135,Cryptococcus_neoformans_draft_genome.fasta,>28704 81 33
7136,Cryptococcus_neoformans_draft_genome.fasta,>28717 81 7
7137,Cryptococcus_neoformans_draft_genome.fasta,>28760 81 12
7138,Cryptococcus_neoformans_draft_genome.fasta,>28765 81 62
7139,Cryptococcus_neoformans_draft_genome.fasta,>28818 81 5
7140,Cryptococcus_neoformans_draft_genome.fasta,>28862 81 9
7141,Cryptococcus_neoformans_draft_genome.fasta,>28893 81 13
7142,Cryptococcus_neoformans_draft_genome.fasta,>28959 81 16
7143,Cryptococcus_neoformans_draft_genome.fasta,>28969 81 26
7144,Cryptococcus_neoformans_draft_genome.fasta,>28982 81 27
7145,Cryptococcus_neoformans_draft_genome.fasta,>29025 81 11
7146,Cryptococcus_neoformans_draft_genome.fasta,>29030 81 12
7147,Cryptococcus_neoformans_draft_genome.fasta,>29034 81 6
7148,Cryptococcus_neoformans_draft_genome.fasta,>29074 81 129
7149,Cryptococcus_neoformans_draft_genome.fasta,>29121 81 10
7150,Cryptococcus_neoformans_draft_genome.fasta,>29176 81 7
